Período;Região;Instituição;Localização Geográfica;Nº Episódios Cirúrgicos Ambulat com Procedimentos Ambulatorizáveis;Nº Episódios Cirúrgicos Ambulat e Intern com Proced Ambulatorizáveis;% Cir. Ambulatório (GDH) para Procedimentos Ambulatorizáveis
2014-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;5320;6997;76.0
2014-11;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173,-8.3086907;2375;3113;76.3
2014-11;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2014-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;2733;3359;81.4
2014-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;2698;3352;80.5
2014-12;Região de Saúde do Centro;Hospital José Luciano de Castro;40.4422767,-8.4438729;400;400;100.0
2014-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;668;961;69.5
2014-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1846;2290;80.6
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2799;3631;77.1
2014-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1536;1986;77.3
2014-12;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;2644;2644;100.0
2014-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;124;463;26.8
2014-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1447;1947;74.3
2014-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2014-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;951;1204;79.0
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;109;140;77.9
2015-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;325;423;76.8
2015-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;51;63;81.0
2015-01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;339;411;82.5
2015-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;207;240;86.2
2015-01;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;238;238;100.0
2015-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;362;483;74.9
2015-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;641;755;84.9
2015-01;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2015-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;330;407;81.1
2015-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;234;302;77.5
2015-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1508;1969;76.6
2015-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2015-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;611;727;84.0
2015-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;708;841;84.2
2015-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;1236;1458;84.8
2015-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;232;370;62.7
2015-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;2350;3056;76.9
2015-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;1586;1713;92.6
2015-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1135;1563;72.6
2015-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;193;254;76.0
2015-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1156;1440;80.3
2015-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;634;776;81.7
2015-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;510;673;75.8
2015-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;913;1117;81.7
2015-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;2031;2206;92.1
2015-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;260;296;87.8
2015-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1001;1189;84.2
2015-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1537;2108;72.9
2015-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;729;966;75.5
2015-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;741;864;85.8
2015-04;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;939;939;100.0
2015-04;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;279;379;73.6
2015-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;2592;3403;76.2
2015-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2650;3462;76.5
2015-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1511;1755;86.1
2015-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;1119;1528;73.2
2015-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;862;1054;81.8
2015-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;666;843;79.0
2015-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;2525;2745;92.0
2015-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;756;1009;74.9
2015-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;325;371;87.6
2015-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;545;699;78.0
2015-05;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;1844;2172;84.9
2015-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;836;937;89.2
2015-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1170;1170;100.0
2015-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;346;474;73.0
2015-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;829;1190;69.7
2015-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;1851;2444;75.7
2015-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1816;2100;86.5
2015-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;567;701;80.9
2015-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1807;2286;79.0
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;811;1018;79.7
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;224;356;62.9
2015-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;447;762;58.7
2015-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;383;436;87.8
2015-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;950;1226;77.5
2015-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1524;1802;84.6
2015-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2305;3138;73.5
2015-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;1112;1479;75.2
2015-06;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;2326;3011;77.3
2015-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;399;710;56.2
2015-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;2079;2395;86.8
2015-06;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2015-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;597;727;82.1
2015-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;537;889;60.4
2015-07;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;454;518;87.6
2015-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1099;1408;78.1
2015-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1700;2183;77.9
2015-07;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;659;876;75.2
2015-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2683;3653;73.4
2015-07;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2015-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;2589;3059;84.6
2015-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1252;1761;71.1
2015-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;2465;3034;81.2
2015-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;566;933;60.7
2015-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;2511;3147;79.8
2015-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;3660;4008;91.3
2015-08;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2015-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;1304;1829;71.3
2015-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;4753;6145;77.3
2015-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;1897;2373;79.9
2015-09;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;720;961;74.9
2015-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1394;1537;90.7
2015-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2167;2609;83.1
2015-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2015-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;2947;3626;81.3
2015-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;703;1164;60.4
2015-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;657;657;100.0
2015-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;3746;5084;73.7
2015-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;1889;2217;85.2
2015-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;1571;1730;90.8
2015-10;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;2196;2196;100.0
2015-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;793;1092;72.6
2015-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;6188;7967;77.7
2015-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;4079;5413;75.4
2015-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3189;3709;86.0
2015-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2690;3738;72.0
2015-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;5873;7120;82.5
2015-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;8202;10620;77.2
2015-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;2132;2488;85.7
2015-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2831;3404;83.2
2015-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3557;4139;85.9
2015-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1902;2214;85.9
2015-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;4127;5114;80.7
2015-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;2313;3164;73.1
2015-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;1522;1981;76.8
2015-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;2476;3125;79.2
2015-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;3812;5325;71.6
2015-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;932;1446;64.5
2015-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;2580;3316;77.8
2015-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;2132;2488;85.7
2015-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;1128;1910;59.1
2015-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;4824;6250;77.2
2015-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;6782;8226;82.4
2015-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2016-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;723;945;76.5
2016-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;171;210;81.4
2016-01;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;95;128;74.2
2016-01;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2016-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;229;256;89.5
2016-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;149;164;90.9
2016-01;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;257;257;100.0
2016-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;584;797;73.3
2016-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;107;128;83.6
2016-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;368;499;73.7
2016-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;158;274;57.7
2016-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;554;684;81.0
2016-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1193;1614;73.9
2016-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;342;458;74.7
2016-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;818;944;86.7
2016-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2016-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;265;320;82.8
2016-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;578;780;74.1
2016-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;590;754;78.2
2016-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;814;1028;79.2
2016-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1876;2550;73.6
2016-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;288;424;67.9
2016-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;1422;1693;84.0
2016-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;1745;2212;78.9
2016-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;824;1054;78.2
2016-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;967;1182;81.8
2016-04;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2016-04;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2016-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;661;904;73.1
2016-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;375;561;66.8
2016-04;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;2079;2531;82.1
2016-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1326;1628;81.4
2016-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;522;636;82.1
2016-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;765;926;82.6
2016-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2016-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1199;1544;77.7
2016-05;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;568;771;73.7
2016-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;1906;2453;77.7
2016-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;1225;1225;100.0
2016-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;475;632;75.2
2016-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;620;795;78.0
2016-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1590;1973;80.6
2016-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;844;1048;80.5
2016-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;1199;1608;74.6
2016-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;1784;2210;80.7
2016-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;2880;3187;90.4
2016-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;404;450;89.8
2016-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;873;1068;81.7
